"","day","temp","dewp","num_collisions"
"1668",3,69.7,56.9,0.635
"1669",4,70.8,62.7,0.61
"1670",5,76.8,68.1,0.685
"1671",6,72.9,56.2,0.512
"1672",7,72.4,51.4,0.606
"1673",1,76.1,56.5,0.656
"1674",2,80.2,61.7,0.705
"1675",3,77.6,67.4,0.618
"1676",4,75.2,66.4,0.713
"1677",5,76.8,67.2,0.758
"1678",6,74.6,67.6,0.573
"1679",7,70.2,52.8,0.519
"1680",1,68,59.9,0.606
"1681",2,69.4,62.7,0.631
"1682",3,74,57.5,0.655
"1683",4,75.3,60.2,0.65
"1684",5,74.3,58.5,0.655
"1685",6,71,65.2,0.526
"1686",7,76.1,64.9,0.563
"1687",1,75.4,61.8,0.602
"1688",2,72.1,68.4,0.577
"1689",3,76,66.3,0.6
"1690",4,75.7,59.6,0.639
"1691",5,76.4,72.7,0.612
"1692",6,77.9,68.2,0.638
"1693",7,76.6,60.7,0.538
"1694",1,77.9,62.7,0.627
"1695",2,80.6,71.3,0.684
"1696",3,76.4,62.6,0.629
"1697",4,72.9,52,0.631
"1698",5,70.5,53.5,0.633
"1699",6,70,48.9,0.57
"1700",7,69.2,48.7,0.498
"1701",1,69,53.4,0.584
"1702",2,65.7,57.5,0.614
"1703",3,67.1,55.4,0.671
"1704",4,72.1,57.6,0.618
"1705",5,64.3,41.7,0.681
"1706",6,61.9,45.4,0.562
"1707",7,62.1,59.3,0.518
"1708",1,69.3,57,0.532
"1709",2,75.6,64.4,0.707
"1710",3,67.8,62.1,0.608
"1711",4,64.4,57.2,0.79
"1712",5,64.9,49.6,0.74
"1713",6,62,48.3,0.608
"1714",7,63.7,49.1,0.533
"1715",1,65.4,48.3,0.735
"1716",2,69,53.5,0.68
"1717",3,71.4,59.5,0.738
"1718",4,74,67.3,0.728
"1719",5,74.2,63.3,0.827
"1720",6,74.6,67.6,0.623
"1721",7,73.2,66.6,0.586
"1722",1,70.7,65.3,0.672
"1723",2,72.3,65.4,0.661
"1724",3,74.2,64,0.583
"1725",4,75.4,63.1,0.535
"1726",5,74.3,54,0.614
"1727",6,76.7,52.8,0.631
"1728",7,78.5,60.2,0.587
"1729",1,78.6,64.4,0.726
"1730",2,73.8,65.3,0.656
"1731",3,76,68.1,0.696
"1732",4,73.9,59.2,0.74
"1733",5,61.5,43.6,0.757
"1734",6,60.2,47.8,0.55
"1735",7,58.3,44.3,0.571
"1736",1,61.4,41.7,0.739
"1737",2,62.5,49.2,0.687
"1738",3,64,52,0.711
"1739",4,71.7,58.2,0.657
"1740",5,73.3,61.9,0.649
"1741",6,72.5,64.8,0.57
"1742",7,73.9,69.7,0.521
"1743",1,73.9,71.5,0.546
"1744",2,73.8,63.7,0.768
"1745",3,69.7,58.7,0.628
"1746",4,60.7,52.3,0.603
"1747",5,58.3,48.5,0.658
"1748",6,65.5,60.6,0.567
"1749",7,68.7,62.4,0.496
"1750",1,61,48.7,0.641
"1751",2,49.8,32.2,0.736
"1752",3,58.5,40.8,0.737
"1753",4,63.2,44.6,0.766
"1754",5,64.8,39.1,0.823
"1755",6,65.5,37.6,0.583
"1756",7,66,46.9,0.528
"1757",1,66.7,59.7,0.669
"1758",2,69.7,65.5,0.685
"1759",3,63.2,53.4,0.648
"1760",4,56.2,40,0.658
"1761",5,53.8,36.4,0.759
"1762",6,60.7,47.4,0.615
"1763",7,63.1,61.2,0.613
"1764",1,55.6,46.7,0.832
"1765",2,52,33.2,0.696
"1766",3,50,33.6,0.607
"1767",4,63.4,56.2,0.746
"1768",5,66.8,57.5,0.776
"1769",6,51.5,35.5,0.613
"1770",7,55,49.9,0.519
"1771",1,62.1,58.1,0.682
"1772",2,46,35.4,0.71
"1773",3,42.8,36.2,0.662
"1774",4,46.6,37.2,0.702
"1775",5,41.3,25,0.724
"1776",6,29.2,9.1,0.623
"1777",7,37.8,19.3,0.539
"1778",1,43.8,33.2,0.699
"1779",2,41.3,32.1,0.647
"1780",3,42.7,32,0.713
"1781",4,51.4,41.6,0.811
"1782",5,43.6,25,0.814
"1783",6,42.6,26.4,0.629
"1784",7,52.1,40.7,0.573
"1785",1,41.5,24.8,0.748
"1786",2,48,28.3,0.79
"1787",3,51,40.5,0.774
"1788",4,36.6,19.2,0.469
"1789",5,41.2,21.7,0.502
"1790",6,48.7,30.4,0.456
"1791",7,47.1,29,0.485
"1792",1,43.5,24.3,0.635
"1793",2,43.3,28.3,0.649
"1794",3,53.6,36.6,0.701
"1795",4,43.7,28.8,0.663
"1796",5,48.8,37.1,0.772
"1797",6,43.5,29,0.575
"1798",7,45.4,36.2,0.448
"1799",1,45.1,38.7,0.684
"1800",2,54.2,46.2,0.704
"1801",3,49.3,34.5,0.651
"1802",4,40.8,19.1,0.693
"1803",5,37.1,18.6,0.682
"1804",6,33.6,21.9,0.538
"1805",7,33,24.5,0.513
"1806",1,36.6,21.9,0.725
"1807",2,43.7,31.9,0.687
"1808",3,26.9,8.1,0.709
"1811",6,28.9,19,0.661
"1812",7,34.7,22.3,0.547
"1813",1,38.7,30.3,0.706
"1814",2,49.5,35.7,0.657
"1815",3,46,24.3,0.7
"1816",4,35.6,16.6,0.742
"1817",5,40,24.1,0.72
"1818",6,41.3,39.2,0.565
"1819",7,40,30.1,0.469
"1821",2,26.4,3.1,0.543
"1822",3,21.8,1.4,0.577
"1823",4,16.2,-3.4,0.609
"1824",5,15.4,-0.8,0.598
"1825",6,19.7,7.5,0.565
"1826",7,20.9,12.3,0.462
"1827",1,11.7,-4.6,0.453
"1828",2,17.9,2.8,0.654
"1829",3,21.6,2.1,0.645
"1830",4,25.7,14.6,0.464
"1831",5,14.9,-2.5,0.7
"1832",6,10.2,-9.4,0.599
"1833",7,9.7,-6.6,0.475
"1834",1,22.5,7.7,0.72
"1835",2,35.6,22.3,0.684
"1836",3,35.1,21,0.687
"1837",4,44.7,36.7,0.696
"1838",5,54.5,52.8,0.704
"1839",6,43.6,36.8,0.603
"1840",7,19.2,0.6,0.494
"1841",1,21.4,7.9,0.523
"1842",2,29.1,22.2,0.617
"1843",3,33.6,29.9,0.611
"1844",4,24.7,9.2,0.634
"1845",5,30.4,13.7,0.599
"1846",6,43.3,21.8,0.53
"1847",7,46,28.3,0.418
"1848",1,45.1,37,0.559
"1849",2,46.7,43.4,0.531
"1850",3,41.3,24.4,0.615
"1851",4,28.2,6.7,0.602
"1852",5,30.7,4.8,0.677
"1853",6,42.6,28.2,0.51
"1854",7,51.2,42.8,0.412
"1855",1,43.3,28.8,0.531
"1856",2,33.1,25.6,0.579
"1857",3,24.9,6.8,0.596
"1858",4,37.5,21.2,0.594
"1859",5,31.9,18.1,0.617
"1860",6,21.8,2.6,0.478
"1861",7,35.2,20.6,0.541
"1862",1,36.6,26,0.706
"1863",2,31,13.5,0.545
"1864",3,32.9,25,0.653
"1865",4,31,18.2,0.616
"1866",5,29.9,14.7,0.583
"1867",6,43,37.6,0.549
"1868",7,48.3,47.3,0.479
"1869",1,48.4,36.6,0.543
"1870",2,32.1,12.5,0.613
"1871",3,41.1,29.8,0.671
"1872",4,51,44.3,0.645
"1873",5,55.3,49.2,0.582
"1874",6,34.5,18.7,0.604
"1875",7,37.2,27.4,0.472
"1876",1,42.5,31.4,0.435
"1877",2,54.4,50.1,0.535
"1878",3,65.9,56.8,0.601
"1879",4,48.7,39,0.55
"1880",5,37.6,34.1,0.548
"1881",6,46.1,40.5,0.54
"1882",7,42.4,39.8,0.448
"1883",1,45.7,34.8,0.557
"1884",2,46.5,21,0.631
"1885",3,49.7,28.3,0.654
"1886",4,55.6,37.8,0.619
"1888",6,40.3,28,0.609
"1889",7,40.8,25.4,0.457
"1890",1,37,21.5,0.616
"1891",2,38.6,24.1,0.676
"1892",3,35.6,31.7,0.517
"1893",4,35.7,28,0.633
"1894",5,35.3,21.7,0.751
"1895",6,35.7,19.9,0.567
"1896",7,37.7,18.8,0.465
"1897",1,37.8,24.4,0.679
"1898",2,35.8,29.6,0.578
"1899",3,34.8,19.7,0.652
"1900",4,36.8,20.5,0.689
"1901",5,35.9,20.3,0.753
"1902",6,35.6,11.7,0.562
"1903",7,36.2,5.8,0.526
"1904",1,39.4,10.8,0.686
"1905",2,35,8.8,0.597
"1906",3,34.6,24.9,0.477
"1907",4,37.7,26.9,0.76
"1908",5,41.6,20.8,0.732
"1909",6,42,18.7,0.55
"1910",7,39.5,21.7,0.491
"1911",1,40.6,20.3,0.71
"1912",2,39.8,21.8,0.627
"1913",3,43.9,33.7,0.629
"1914",4,50.8,44.8,0.613
"1915",5,52.5,46.3,0.58
"1916",6,46.6,21.5,0.589
"1917",7,51.1,27.8,0.399
"1918",1,39.4,25.8,0.562
"1919",2,40.6,34.1,0.551
"1920",3,46.7,39,0.554
"1921",4,40.2,13.9,0.531
"1922",5,44.8,25,0.515
"1923",6,45.7,23.7,0.487
"1924",7,38.6,13.9,0.468
"1925",1,38,15.2,0.625
"1926",2,42.9,28.2,0.668
"1927",3,44.2,20.3,0.612
"1928",4,51.5,33.2,0.61
"1929",5,67.3,41.9,0.755
"1930",6,67.9,48.3,0.624
"1931",7,42.8,33.6,0.51
"1932",1,45.5,42,0.741
"1933",2,44.6,30.7,0.6
"1934",3,43.9,26,0.662
"1935",4,45,33.7,0.706
"1936",5,42,22.8,0.707
"1937",6,48.3,22.2,0.584
"1938",7,54.5,17.7,0.568
"1939",1,54.7,27.8,0.675
"1940",2,55.6,38.4,0.671
"1941",3,56.3,53.3,0.626
"1942",4,59.7,47.6,0.729
"1943",5,55.7,44.6,0.69
"1944",6,56.4,48.6,0.604
"1945",7,52.7,41.6,0.505
"1946",1,48,31.6,0.656
"1947",2,61.1,31,0.713
"1948",3,77,34.6,0.792
"1949",4,80.9,48.8,0.79
"1950",5,76.3,63.2,0.723
"1951",6,70.6,42.8,0.602
"1952",7,63.8,47.2,0.495
"1953",1,62.5,49.3,0.695
"1954",2,61.7,48.3,0.736
"1955",3,63,46.8,0.711
"1956",4,59.4,51.9,0.663
"1957",5,64.2,44.9,0.805
"1958",6,58,45.8,0.602
"1959",7,52.9,49.8,0.529
"1960",1,58,53.2,0.689
"1961",2,69.5,61.8,0.778
"1962",3,62.4,58.2,0.686
"1963",4,61.2,58.5,0.732
"1964",5,64.3,51.8,0.616
"1965",6,53.8,46,0.583
"1966",7,67.5,60.9,0.578
"1967",1,68.1,49.9,0.626
"1968",2,63,51.1,0.689
"1969",3,66.7,57.5,0.729
"1970",4,73.2,46.6,0.77
"1971",5,75.3,50.6,0.799
"1972",6,79.9,64.5,0.601
"1973",7,67.2,60.5,0.487
"1974",1,60.4,53.3,0.409
"1975",2,72.8,61.9,0.809
"1976",3,70,62.3,0.708
"1977",4,64.8,60.4,0.698
"1978",5,70.2,66.2,0.751
"1979",6,76.8,68.2,0.622
"1980",7,64,55.7,0.525
"1981",1,58.8,51.9,0.698
"1982",2,65.6,52.2,0.688
"1983",3,63.8,48.8,0.651
"1984",4,63.6,53.2,0.693
"1985",5,69.1,58.1,0.757
"1986",6,74.4,56.2,0.706
"1987",7,68.3,53.2,0.533
"1988",1,63.9,50.3,0.686
"1989",2,64.6,46.8,0.72
"1990",3,68.7,60.5,0.706
"1991",4,75.8,55.1,0.833
"1992",5,70.2,50.2,0.728
"1993",6,73.1,50.2,0.677
"1994",7,77.5,52.6,0.627
"1995",1,80.9,65.1,0.808
"1996",2,80.6,65.5,0.812
"1997",3,75.9,54.2,0.698
"1998",4,74,62.4,0.815
"1999",5,71,59.8,0.728
"2000",6,64.2,58.2,0.513
"2001",7,72.3,65,0.553
"2002",1,74.1,57.7,0.733
"2003",2,70.5,52.1,0.762
"2004",3,69.3,59.1,0.54
"2005",4,73.3,69.7,0.737
"2006",5,79,64.6,0.845
"2007",6,83.1,59.4,0.651
"2008",7,86.4,67.6,0.563
"2009",1,86.6,69.4,0.719
"2010",2,82.5,74.4,0.678
"2011",3,80.4,73,0.406
"2012",4,81,72.2,0.72
"2013",5,78.2,71,0.654
"2014",6,70.3,47.6,0.526
"2015",7,71.3,51.4,0.545
"2016",1,75.7,54.9,0.672
"2017",2,80.8,58.8,0.727
"2018",3,80.9,63.3,0.627
"2019",4,74.3,60.4,0.642
"2020",5,75.5,58.8,0.726
"2021",6,78.5,59.7,0.577
"2022",7,75.5,67.7,0.564
"2023",1,81.5,70.6,0.719
"2024",2,79.2,72,0.68
"2025",3,74.4,62.3,0.688
"2026",4,74.4,50.7,0.739
"2027",5,74.2,59.7,0.7
"2028",6,71.8,58.8,0.622
"2029",7,72.7,69.8,0.54
"2030",1,75.6,73.3,0.614
"2031",2,77.8,72.8,0.654
"2032",3,75.8,73,0.657
"2033",4,76.5,71,0.606
"2034",5,78.9,69.9,0.753
"2035",6,75.6,69,0.637
"2036",7,76.4,61.6,0.463
"2037",1,74.6,61.2,0.58
"2038",2,73,64.6,0.709
"2039",3,77.2,71.6,0.66
"2040",4,80.8,71.1,0.722
"2041",5,77,73.2,0.749
"2042",6,77.8,71.4,0.605
"2043",7,81.8,67.3,0.573
"2044",1,84.4,69.6,0.632
"2045",2,82.5,73.1,0.658
"2046",3,80.4,71,0.656
"2047",4,80.7,69.5,0.709
"2048",5,79.3,62.6,0.707
"2049",6,74.6,69.7,0.568
"2050",7,76,70.8,0.499
"2051",1,73.6,70.6,0.617
"2052",2,74.1,70.6,0.701
"2053",3,76.9,66.4,0.645
"2054",4,82,68.1,0.647
"2055",5,82.5,71.4,0.703
"2056",6,76.9,71.9,0.579
"2057",7,70.8,65.4,0.49
"2058",1,70.3,62.6,0.562
"2059",2,71.7,63.7,0.58
"2060",3,75.5,67.8,0.599
"2061",4,72.1,55.9,0.61
"2062",5,73,56.4,0.681
"2063",6,73.2,57.9,0.552
"2064",7,74.8,62.8,0.528
"2065",1,80.3,68.9,0.651
"2066",2,85.5,71.7,0.715
"2067",3,86.5,71.8,0.685
"2068",4,84.2,69.7,0.736
"2069",5,74.9,64.5,0.623
"2070",6,72.6,61.7,0.529
"2071",7,73.4,65.7,0.528
"2072",1,80.7,72.4,0.533
"2073",2,83.8,70,0.786
"2074",3,82,71.7,0.768
"2075",4,82.5,73,0.822
"2076",5,73.9,68.8,0.671
"2077",6,68.3,58.9,0.568
"2078",7,59.1,53.7,0.556
"2079",1,58.7,56.6,0.65
"2080",2,66.8,64.6,0.544
"2081",3,73.5,71.2,0.783
"2082",4,71.7,68.7,0.718
"2083",5,71.3,66.5,0.684
"2084",6,72,65.2,0.596
"2085",7,73.8,64.5,0.597
"2086",1,73.2,67.3,0.673
"2087",2,74.8,71.5,0.74
"2088",3,73.8,66.2,0.519
"2089",4,68.1,60.4,0.659
"2090",5,68.7,61.5,0.715
"2091",6,70.4,58.6,0.562
"2092",7,62.9,51.9,0.475
"2093",1,63,53.9,0.594
"2094",2,64.5,60.7,0.715
"2095",3,74.9,71.7,0.755
"2096",4,67.7,56.7,0.672
"2097",5,61.6,56.3,0.712
"2098",6,63.6,54.9,0.604
"2099",7,62.4,50.3,0.51
"2100",1,68.5,61.5,0.583
"2101",2,71.9,65.6,0.613
"2102",3,68.4,61.7,0.778
"2103",4,67.7,62.5,0.717
"2104",5,66.4,57.1,0.796
"2105",6,64.2,59.5,0.544
"2106",7,71.6,66.9,0.529
"2107",1,68.2,64.6,0.501
"2108",2,69.8,66.1,0.628
"2109",3,73.3,68.5,0.708
"2110",4,73.1,70,0.741
"2111",5,62.3,52.9,0.83
"2112",6,51.5,40.4,0.577
"2113",7,51.9,41.3,0.516
"2114",1,58.8,53.3,0.692
"2115",2,54.7,40.4,0.688
"2116",3,53.1,38.2,0.699
"2117",4,46.7,25.1,0.735
"2118",5,49.2,33,0.787
"2119",6,56.8,47.3,0.629
"2120",7,47.9,33.1,0.593
"2121",1,44.2,30.3,0.65
"2122",2,54,40,0.681
"2123",3,50,34,0.719
"2124",4,45.5,30.6,0.763
"2125",5,43.7,31.4,0.747
"2126",6,47.4,43.8,0.757
"2127",7,48.5,44.4,0.556
"2128",1,51.4,44.1,0.696
"2129",2,48.3,32.3,0.721
"2130",3,53.1,38,0.646
"2131",4,62.2,52.7,0.696
"2132",5,67.7,61.4,0.746
"2133",6,58.4,51.3,0.656
"2134",7,48.9,33,0.502
"2135",1,50.2,43.8,0.759
"2136",2,52.7,51.6,0.679
"2137",3,57,44.3,0.696
"2138",4,52,32.8,0.631
"2140",6,45.9,34.7,0.606
"2141",7,38.8,20.5,0.5
"2142",1,42.8,26.8,0.497
"2143",2,46.6,41.8,0.754
"2144",3,38.7,19.3,0.688
"2146",5,38.9,33.8,0.72
"2147",6,42,30,0.559
"2148",7,42.2,27.5,0.47
"2149",1,45.5,37.3,0.697
"2150",2,45.4,36.9,0.695
"2151",3,40.1,25,0.732
"2152",4,25.2,3.2,0.412
"2153",5,22.3,1.7,0.476
"2154",6,36.7,23.4,0.536
"2155",7,49.1,42.4,0.483
"2156",1,50,40.9,0.743
"2157",2,43.3,34.5,0.609
"2158",3,38.6,24.8,0.573
"2159",4,41.8,25.9,0.646
"2160",5,39.9,27.7,0.743
"2161",6,41.2,32.5,0.601
"2162",7,47.4,45.5,0.558
"2163",1,53.5,44.6,0.697
"2164",2,40.7,22.5,0.684
"2165",3,32.5,16.4,0.652
"2166",4,34.5,18.8,0.681
"2167",5,36.5,17.6,0.705
"2168",6,29.7,13,0.652
"2169",7,32.1,16.4,0.465
"2170",1,33.4,17.3,0.651
"2171",2,34.2,20.2,0.707
"2172",3,36.1,21.7,0.631
"2173",4,35.9,26.2,0.686
"2174",5,44.4,39.3,0.841
"2175",6,49.7,46.5,0.628
"2176",7,42.2,37.1,0.622
"2177",1,40.4,32,0.689
"2178",2,35.5,15.8,0.731
"2179",3,32.1,16.4,0.749
"2180",4,41.8,31.3,0.806
"2181",5,54.7,53.3,0.782
"2182",6,47.9,39.9,0.568
"2183",7,40,23.5,0.505
"2184",1,39.5,29.8,0.58
"2186",3,36.8,21.4,0.514
"2187",4,40.3,26.6,0.582
"2188",5,48.8,44.8,0.681
"2189",6,51.9,41.7,0.499
"2190",7,37.4,25.7,0.404
"2191",1,41,33.5,0.622
"2192",2,50.5,43.2,0.43
"2193",3,38,23.2,0.502
"2194",4,41.1,29.4,0.504
"2195",5,39.7,26.4,0.598
"2196",6,44.2,41,0.455
"2197",7,43.5,30,0.376
"2198",1,29.5,7.7,0.584
"2199",2,38.9,31.3,0.571
"2200",3,42.7,30.1,0.514
"2201",4,33,16.1,0.58
"2202",5,26.7,6.8,0.644
"2203",6,25.6,4.9,0.52
"2204",7,29.4,9.9,0.374
"2205",1,26.7,11.2,0.703
"2206",2,29.3,12,0.618
"2207",3,34,19.6,0.579
"2208",4,30.1,10,0.586
"2209",5,33.4,26.3,0.596
"2210",6,35.1,23.4,0.479
"2211",7,34,29.5,0.411
"2212",1,10.7,-5.3,0.412
"2213",2,18.9,-0.6,0.627
"2214",3,35.5,15.8,0.553
"2215",4,52.3,47.5,0.592
"2216",5,36,17.7,0.666
"2217",6,29.1,3.5,0.533
"2218",7,39.6,22.2,0.445
"2219",1,31.4,11.7,0.565
"2220",2,32.7,21.7,0.681
"2221",3,28.6,15.7,0.63
"2222",4,8.4,-13,0.601
"2223",5,14.9,-7.7,0.651
"2224",6,23.3,5,0.577
"2225",7,39,25.8,0.49
"2226",1,48.3,32.9,0.651
"2227",2,53.4,39.4,0.57
"2228",3,43.1,30.2,0.615
"2229",4,41.4,38.7,0.588
"2230",5,45,36.1,0.661
"2231",6,29.5,6.3,0.54
"2232",7,28.3,8.7,0.445
"2233",1,33.9,16.4,0.568
"2234",2,30.8,18,0.687
"2235",3,36.5,29,0.639
"2236",4,37.3,18.7,0.664
"2237",5,48.4,34.5,0.616
"2238",6,42.3,21.8,0.535
"2239",7,32.2,14.8,0.439
"2240",1,35.6,29.7,0.406
"2241",2,28.2,8.9,0.527
"2242",3,28.7,13.2,0.615
"2243",4,37.9,32,0.597
"2244",5,42.3,23.2,0.546
"2245",6,37.3,22.7,0.439
"2246",7,40.9,37.5,0.401
"2247",1,40.8,17.2,0.7
"2248",2,30.1,6.3,0.67
"2249",3,26.3,7.1,0.529
"2250",4,31,17.7,0.699
"2251",5,30.2,19.6,0.711
"2252",6,34.7,29,0.642
"2253",7,38.4,26.3,0.503
"2254",1,34.6,27.4,0.503
"2255",2,27.2,7.8,0.639
"2256",3,23.3,3.8,0.589
"2257",4,24.1,5.3,0.556
"2258",5,30.5,11.1,0.652
"2259",6,39.4,20.8,0.523
"2260",7,38.5,32.9,0.462
"2261",1,45.7,31.1,0.645
"2262",2,40.1,17.2,0.586
"2263",3,38.6,18.7,0.562
"2264",4,47.3,31.7,0.611
"2265",5,58.2,48,0.673
"2266",6,51.2,30,0.55
"2267",7,39.1,12.2,0.419
"2268",1,38.3,11.2,0.575
"2269",2,41.6,15.5,0.565
"2270",3,44.3,24.1,0.584
"2271",4,43.9,37.8,0.624
"2272",5,43.7,36.5,0.718
"2273",6,40.6,20.1,0.53
"2274",7,47.3,11.8,0.466
"2275",1,52.5,25.3,0.526
"2276",2,42.1,5.1,0.61
"2277",3,39.7,9.7,0.562
"2278",4,42.4,26.6,0.644
"2279",5,52.8,37.8,0.563
"2280",6,58.8,43.2,0.516
"2281",7,54.7,42.1,0.45
"2282",1,40,15.6,0.602
"2283",2,43.7,19.4,0.553
"2284",3,51.6,28.3,0.613
"2285",4,52.3,14.8,0.66
"2286",5,42,17.6,0.701
"2287",6,49,38.8,0.587
"2288",7,58.2,39,0.487
"2289",1,63.6,50.3,0.594
"2290",2,49,43.9,0.537
"2291",3,51.8,33.3,0.633
"2292",4,46,20.7,0.537
"2293",5,52.9,36.3,0.688
"2294",6,65.4,57.7,0.599
"2295",7,67.4,57.9,0.457
"2296",1,57.6,47.7,0.657
"2297",2,52.4,20.9,0.638
"2298",3,54.6,30.9,0.621
"2299",4,55,41.4,0.54
"2300",5,66,56.5,0.551
"2301",6,61.1,58.6,0.456
"2302",7,57.4,48.8,0.398
"2303",1,57.1,49,0.522
"2304",2,63.3,50.6,0.592
"2305",3,65,44,0.515
"2306",4,56.3,39.5,0.518
"2307",5,53.5,50,0.5
"2308",6,54.3,37,0.526
"2309",7,49.6,36.4,0.395
"2310",1,49.5,29.7,0.565
"2311",2,52.4,46.8,0.587
"2312",3,53.7,44.1,0.599
"2313",4,58,51.5,0.668
"2314",5,52.9,48.6,0.651
"2315",6,58.5,54.6,0.553
"2316",7,55.2,53.4,0.529
"2317",1,57.7,47.8,0.63
"2318",2,60.1,49,0.647
"2319",3,61,49.9,0.649
"2320",4,55.9,43.3,0.593
"2321",5,61.8,54.1,0.66
"2322",6,64.1,47.9,0.637
"2323",7,50.2,46.7,0.589
"2324",1,45.1,43.6,0.613
"2325",2,46.7,43.4,0.621
"2326",3,53.5,42.3,0.691
"2327",4,62.8,44.8,0.642
"2328",5,67.8,51.5,0.726
"2329",6,65.4,46.4,0.649
"2330",7,66.9,55.1,0.547
"2331",1,74.9,63.6,0.689
"2332",2,66.1,40.7,0.745
"2333",3,64.4,36.1,0.693
"2334",4,64.2,51.5,0.722
"2335",5,68.8,55,0.728
"2336",6,63,48.6,0.52
"2337",7,70.3,58.1,0.51
"2338",1,72.3,54.3,0.442
"2339",2,67.2,55.8,0.654
"2340",3,65.6,60.2,0.601
"2341",4,60,57,0.625
"2342",5,69.1,60.1,0.765
"2343",6,71.1,56,0.557
"2344",7,71.2,60.1,0.515
"2345",1,64.4,44.9,0.659
"2346",2,62.4,39.3,0.615
"2347",3,70.7,53.9,0.655
"2348",4,75.5,64.9,0.744
"2349",5,72.8,59.3,0.734
"2350",6,71.6,53.7,0.58
"2351",7,68.3,47,0.526
"2352",1,63.4,55.6,0.613
"2353",2,69.9,57.9,0.682
"2354",3,67.1,45.6,0.686
"2355",4,62.4,54.1,0.634
"2356",5,63.8,52.5,0.749
"2357",6,70.7,47.4,0.62
"2358",7,72.8,60.7,0.509
"2359",1,72.9,65.8,0.552
"2360",2,70.8,67.2,0.721
"2361",3,68,65.9,0.591
"2362",4,69.2,67.5,0.697
"2363",5,70.9,62.9,0.771
"2364",6,71.3,49.1,0.635
"2365",7,73.7,50,0.559
"2366",1,76.1,54.9,0.731
"2367",2,76.1,68.3,0.662
"2368",3,78.6,63.7,0.803
"2369",4,81.3,59.5,0.734
"2370",5,81.2,58.2,0.753
"2371",6,80.4,65.1,0.66
"2372",7,76,61.9,0.569
"2373",1,74.3,55.2,0.693
"2374",2,78.4,60.2,0.591
"2375",3,79.6,67.2,0.654
"2376",4,81,65.7,0.394
"2377",5,77.5,69.5,0.542
"2378",6,80.7,72.6,0.471
"2379",7,78.5,67.3,0.441
"2380",1,72.6,62.7,0.592
"2381",2,77.7,61.3,0.661
"2382",3,80.7,64.3,0.553
"2383",4,78.5,66.8,0.658
"2384",5,77,68.4,0.747
"2385",6,77.7,62.5,0.558
"2386",7,82,61.5,0.497
"2387",1,78.2,56.2,0.637
"2388",2,81.5,61.3,0.658
"2389",3,85.3,70.4,0.63
"2390",4,75.1,72.8,0.62
"2391",5,78.8,71.2,0.666
"2392",6,88.2,73.3,0.586
"2393",7,88.7,73.6,0.477
"2394",1,81.7,70.7,0.641
"2395",2,71.3,67.4,0.553
"2396",3,73.5,62.2,0.626
"2397",4,76.4,58.6,0.605
"2398",5,77.6,60,0.65
"2399",6,78.2,62.3,0.602
"2400",7,79.9,64.6,0.527
"2401",1,81.2,66.3,0.649
"2402",2,84.2,68.7,0.638
"2403",3,78.9,67.8,0.604
"2404",4,76.9,64.3,0.618
"2405",5,78.2,61.4,0.61
"2406",6,77.7,67.1,0.566
"2407",7,76.7,65.9,0.499
"2408",1,76.3,60,0.616
"2409",2,74.6,68.8,0.551
"2410",3,75.7,70.1,0.608
"2411",4,74.1,66.5,0.646
"2412",5,72.8,62.9,0.645
"2413",6,73.7,53.1,0.572
"2414",7,72.3,51.5,0.484
"2415",1,76,56,0.586
"2416",2,75.8,66.8,0.469
"2417",3,76.6,68.8,0.537
"2418",4,75.6,66,0.56
"2419",5,73.5,65.6,0.523
"2420",6,77.4,70.3,0.533
"2421",7,79.3,72.9,0.481
"2422",1,78.5,69.3,0.563
"2423",2,80.4,66.1,0.574
"2424",3,79.6,70.7,0.522
"2425",4,80.7,69.2,0.587
"2426",5,70.2,64,0.569
"2427",6,69.7,52.2,0.514
"2428",7,69.2,55.1,0.482
"2429",1,66.5,53.9,0.494
"2430",2,67.7,56.8,0.529
"2431",3,69.7,64.8,0.553
"2432",4,73.1,58.9,0.592
"2433",5,75.5,56.5,0.63
"2434",6,75.8,55.8,0.502
"2435",7,71,54.2,0.473
"2436",1,70.8,64.8,0.427
"2437",2,73.6,62.2,0.652
"2438",3,75.3,65.2,0.6
"2439",4,71,55.7,0.628
"2440",5,64.8,57.2,0.591
"2441",6,64.2,52.8,0.489
"2442",7,69.1,54.8,0.462
"2443",1,70.5,57.3,0.603
"2444",2,70.4,64.3,0.605
"2445",3,76.1,66.2,0.624
"2446",4,76.5,68.2,0.689
"2447",5,63.5,53.9,0.687
"2448",6,67.8,57.7,0.488
"2449",7,74.5,60.8,0.604
"2450",1,72.9,59.4,0.62
"2451",2,69.5,47.7,0.635
"2452",3,64,49.7,0.605
"2453",4,60.6,38,0.605
"2454",5,65.6,45.7,0.688
"2455",6,71.8,49.8,0.577
"2456",7,75.1,59.7,0.515
"2457",1,78.7,64,0.639
"2458",2,72.2,55.8,0.628
"2459",3,67.9,49.4,0.604
"2460",4,70.5,57.6,0.645
"2461",5,66.3,51.7,0.703
"2462",6,71.3,60.2,0.532
"2463",7,74.4,58.8,0.488
"2464",1,65.3,48.5,0.435
"2465",2,69.9,57.9,0.454
"2466",3,78.7,66.2,0.688
"2467",4,58.5,55.3,0.69
"2468",5,59.2,49.8,0.708
